LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
WLQYLAY7L8,58,62180,98661,749,49,3,8.8,60,0.56,High School,Unemployed,Divorced,Yes,No,Home,Yes,0
5Z8HXL3ZJ6,61,60140,161552,300,4,3,22.27,36,0.26,High School,Unemployed,Single,No,No,Home,No,1
CER583FRUQ,32,89146,34632,449,62,3,12.13,48,0.45,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
4BBTUVR3HW,26,113420,51090,372,27,3,11.18,12,0.8,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,1
YYAKNAQKBR,41,74655,139966,426,0,2,9.39,24,0.43,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
SMRBZ0M11G,23,178614,77224,784,34,3,11.8,24,0.49,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
EZ236ES7MM,40,70450,77618,402,71,1,23.08,36,0.56,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
JX6TYU7P6A,54,99795,113355,323,64,1,2.64,12,0.57,Master's,Unemployed,Divorced,Yes,No,Business,Yes,0
OMM0Y3G1SL,48,60351,99820,781,82,3,15.69,24,0.21,High School,Unemployed,Divorced,Yes,No,Business,No,0
LFCESK706J,51,106369,160336,636,17,3,6.87,36,0.47,PhD,Unemployed,Divorced,Yes,No,Education,No,0
4RGBT5KA49,46,162496,44082,571,57,4,3.14,24,0.39,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
3NDMKKHUQS,28,36139,54362,485,63,2,12.28,12,0.5,High School,Unemployed,Single,No,Yes,Auto,Yes,0
YX0FGQ3BN7,25,97167,144279,468,66,4,6.34,36,0.73,Master's,Unemployed,Married,No,No,Home,Yes,0
UVJQ8VM61S,20,55986,198537,490,52,4,20.46,12,0.66,PhD,Full-time,Married,Yes,No,Other,Yes,0
BCSEF7SX50,54,97867,101984,737,3,4,11.9,12,0.6,High School,Unemployed,Divorced,No,No,Auto,Yes,0
22UFATPSH9,37,89940,98600,749,68,1,20.54,48,0.9,Master's,Unemployed,Married,Yes,No,Business,Yes,0
SQNNPU3GTY,33,120142,183481,734,73,3,11.76,60,0.75,Bachelor's,Part-time,Single,Yes,Yes,Other,No,0
R7DUGUGKBE,43,137378,214425,531,3,4,6.85,60,0.48,High School,Part-time,Divorced,No,Yes,Education,Yes,0
EIFIN54GCR,41,77690,172546,352,72,4,4.13,60,0.19,High School,Unemployed,Married,Yes,No,Business,Yes,0
2JE5B3PNI9,58,98000,161769,700,111,3,6.87,36,0.58,PhD,Part-time,Single,Yes,No,Education,No,0
2Z4YJ1JGLX,54,123031,202460,302,34,1,21.78,24,0.76,Master's,Full-time,Divorced,No,Yes,Education,No,0
8BN5IZ0X7O,44,167092,62332,345,116,1,6.17,48,0.32,High School,Unemployed,Single,Yes,No,Business,Yes,0
OVSRWXBJ6H,29,148988,208421,359,44,2,15.66,24,0.78,Master's,Self-employed,Single,Yes,Yes,Business,Yes,0
O0L0N33DEI,36,49257,43524,367,63,1,15.49,48,0.34,High School,Unemployed,Married,Yes,No,Education,Yes,0
QAVOGIZVLY,33,183599,201805,683,111,3,8.72,24,0.25,PhD,Unemployed,Single,Yes,Yes,Education,Yes,0
D38ZKVPG98,56,59927,37124,762,101,3,19.75,36,0.48,Master's,Unemployed,Divorced,Yes,No,Auto,No,0
S1SHW0ER2X,58,39598,57469,300,85,4,9.05,12,0.79,High School,Unemployed,Divorced,Yes,Yes,Home,Yes,1
SS3QR63405,51,54135,194173,559,10,3,11.86,12,0.53,Bachelor's,Part-time,Divorced,No,No,Business,No,0
OGFBHY47IY,42,60562,113828,302,116,2,4.23,12,0.36,Bachelor's,Full-time,Married,No,No,Education,Yes,0
2PL81A6313,19,123690,194896,600,52,2,4.71,12,0.85,High School,Unemployed,Married,Yes,Yes,Home,Yes,0
OWARA39AMT,23,23266,126158,582,107,4,19.87,12,0.27,Bachelor's,Unemployed,Married,Yes,No,Business,Yes,0
9F33RI599Q,23,68463,167135,370,38,3,2.32,36,0.32,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
EVYQXPYC4F,62,44986,108337,313,88,2,8.24,12,0.59,High School,Self-employed,Single,Yes,No,Auto,No,0
AVVGOGOZHS,39,81801,231114,654,19,1,19.87,36,0.82,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0
SRFTLX8L6N,22,56689,44209,722,54,1,24.37,24,0.43,Master's,Self-employed,Single,Yes,No,Business,No,0
M44J9M5DV9,18,142666,85939,682,10,4,6.96,12,0.8,PhD,Full-time,Married,No,No,Business,No,1
NQ5VYKUZ6Y,62,133874,30940,782,113,1,19.15,60,0.25,High School,Unemployed,Married,Yes,No,Other,Yes,0
FBPLJ48JEJ,53,99090,232427,600,63,1,2.11,60,0.14,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes,0
FIFIN88OU9,48,100275,51240,392,37,3,2.27,48,0.2,Master's,Full-time,Divorced,No,Yes,Auto,No,0
95SHX3WUMB,62,75032,91576,613,42,2,23.26,60,0.52,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,Yes,0
NG798YR1OH,52,54799,144389,424,99,2,15.8,12,0.79,PhD,Full-time,Married,Yes,Yes,Home,Yes,0
PIMXQSKEV0,18,129739,180375,626,78,2,14.56,36,0.11,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
XPUVF5FGAW,64,134872,213120,404,45,1,3.97,60,0.23,High School,Part-time,Divorced,Yes,Yes,Business,Yes,0
TFWNDOVFGL,18,151959,156142,761,61,1,7.06,60,0.25,High School,Unemployed,Divorced,No,No,Home,Yes,0
8QJV11888X,22,91071,236413,532,114,3,21.45,24,0.2,Master's,Unemployed,Married,Yes,No,Education,No,1
24UWFQ0UAA,44,170724,245886,586,101,2,9.75,60,0.38,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,0
L29634C9LT,65,36691,151846,630,31,2,13.7,60,0.43,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0
S7HEO1JU2U,20,167979,207027,504,85,3,16.66,36,0.38,PhD,Unemployed,Married,Yes,No,Auto,No,0
EW4AHRZKLA,60,25436,158696,655,115,1,9.0,36,0.15,Master's,Unemployed,Single,Yes,No,Business,No,0
31J5D48B8N,23,39759,168722,412,81,2,14.66,60,0.31,Master's,Full-time,Divorced,No,No,Education,Yes,0
E9CBKCPH1Q,67,78541,7322,470,56,4,19.22,36,0.67,Master's,Unemployed,Single,Yes,No,Education,No,0
JXZAEZNMPJ,68,104358,198100,300,42,1,23.76,60,0.37,Bachelor's,Full-time,Married,No,No,Business,No,0
FFNI8FY2QK,32,96189,69502,722,17,2,10.56,24,0.79,Master's,Self-employed,Divorced,Yes,No,Business,No,1
983NXAAL47,54,116328,26459,613,117,2,22.75,60,0.38,High School,Part-time,Married,Yes,Yes,Other,Yes,0
VO26Z139RZ,27,134835,190903,357,95,4,15.06,36,0.16,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0
N0CQ7KH02I,25,37449,25380,666,2,2,17.12,12,0.81,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,0
OZWLQEGBDE,20,161848,66088,681,49,2,2.23,60,0.33,Master's,Unemployed,Single,No,No,Home,No,0
I95STIHR64,26,23275,8234,421,41,4,23.81,36,0.38,PhD,Self-employed,Married,Yes,No,Auto,No,0
B3NCS4M1MK,47,137620,149227,392,82,2,22.83,12,0.46,PhD,Full-time,Married,No,Yes,Business,No,0
096JL0KCWP,23,143083,5038,782,51,1,9.52,60,0.32,PhD,Unemployed,Divorced,No,Yes,Education,Yes,0
PVF8S905UD,47,82022,216405,650,14,2,3.77,36,0.87,Master's,Unemployed,Married,Yes,No,Other,No,1
GNMIXSZHYE,50,167845,28310,538,35,3,19.76,36,0.4,PhD,Unemployed,Divorced,No,No,Education,Yes,0
6JWESXEDDI,36,148734,241664,302,76,4,24.74,36,0.68,Master's,Unemployed,Single,Yes,Yes,Education,Yes,1
BAKBUNX3E8,67,114442,118183,679,61,3,20.25,60,0.17,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,0
2TJTD9A1Z5,50,87574,175921,335,1,4,20.64,60,0.86,High School,Full-time,Married,Yes,Yes,Business,Yes,1
HCSM21GN42,67,58186,107099,401,93,2,7.76,60,0.17,PhD,Self-employed,Single,No,No,Other,No,0
3CBWZNWYUE,19,93026,239650,462,36,2,10.38,24,0.39,PhD,Part-time,Married,Yes,No,Business,No,0
MNTLLWGY8G,38,139338,112343,595,109,4,7.46,24,0.6,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,0
TDJPLPQHJM,53,67646,86682,357,53,3,4.92,12,0.79,PhD,Unemployed,Married,No,No,Home,No,0
CDH8SU2IM3,55,68799,58949,795,87,4,19.33,24,0.79,PhD,Self-employed,Divorced,Yes,No,Education,No,0
7VE22B2X4E,61,21252,204896,447,53,1,7.98,48,0.68,PhD,Part-time,Married,No,No,Business,Yes,0
F4AX9NPDHV,57,15330,143982,592,110,3,8.88,48,0.54,High School,Unemployed,Married,Yes,No,Other,Yes,0
M287NZJVFX,43,62704,171419,740,94,4,4.55,48,0.41,PhD,Part-time,Divorced,No,Yes,Other,No,0
ZRICJZHL1I,51,107858,207432,647,59,4,11.3,36,0.52,High School,Unemployed,Single,Yes,No,Other,No,0
FXCX1YGLVM,49,124435,129898,637,65,3,6.08,60,0.52,High School,Unemployed,Married,No,No,Auto,No,0
3X3AFJ8Y5R,64,138663,244317,616,79,3,17.22,48,0.11,PhD,Unemployed,Married,Yes,Yes,Business,Yes,0
2YXZPULFLH,61,30461,108418,587,79,1,9.15,24,0.52,Bachelor's,Full-time,Married,Yes,No,Other,No,0
XRCLHB2T4P,58,85072,182379,398,12,3,8.15,48,0.53,PhD,Full-time,Married,No,Yes,Business,Yes,0
7U0VSOUTMG,51,70775,26724,339,72,3,17.28,36,0.5,Bachelor's,Full-time,Married,No,No,Auto,No,0
WW5KQH5U7Y,68,136382,107235,731,20,4,12.71,36,0.56,Master's,Self-employed,Married,No,No,Business,No,0
Q2RNUBNWA9,21,104570,6837,842,85,4,19.78,36,0.67,Master's,Part-time,Divorced,No,No,Auto,Yes,0
PTQPPN98G0,20,72392,140009,388,0,2,24.78,36,0.39,Bachelor's,Unemployed,Married,Yes,No,Home,Yes,1
5K9N8Q5BT5,31,175764,150495,387,48,3,10.08,48,0.88,PhD,Unemployed,Married,Yes,No,Auto,Yes,0
4PZ9PUTLCB,51,25698,208495,626,105,2,15.99,36,0.61,High School,Unemployed,Divorced,Yes,Yes,Education,No,1
POY3DIJVXR,63,71302,186266,500,59,3,22.64,60,0.34,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,0
DNGQ5F2UAR,30,128007,136794,365,13,3,7.62,60,0.39,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
SSQ17CRFSH,41,68128,35312,442,117,2,14.05,48,0.5,High School,Self-employed,Married,Yes,No,Other,No,0
S0DURNYH8X,60,35316,234566,803,116,3,10.92,48,0.12,Bachelor's,Part-time,Single,Yes,No,Home,No,0
HP4IVP6V9I,59,26979,62238,625,89,2,12.31,36,0.26,High School,Part-time,Divorced,Yes,No,Business,Yes,0
SM8PFM01MO,52,74494,95127,300,3,2,2.02,36,0.21,PhD,Unemployed,Divorced,No,No,Other,No,1
TC1PARN1NY,38,25994,108261,303,48,2,12.02,12,0.13,PhD,Unemployed,Single,Yes,No,Auto,No,0
8N6YUQ1JD3,59,81478,203600,520,82,3,16.33,36,0.84,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
3Q8090DBWA,25,180078,111556,309,91,1,18.89,24,0.11,PhD,Part-time,Married,Yes,No,Business,No,0
ERA3FOSFBN,23,51885,47666,559,7,3,12.54,36,0.73,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
0OGEC583EQ,49,93849,93056,507,34,2,2.21,36,0.34,PhD,Unemployed,Divorced,No,No,Education,No,0
JV4LCHW7FS,19,181228,28668,715,93,1,15.75,48,0.84,Master's,Unemployed,Single,No,No,Other,No,0
59PIZLRMJJ,61,102973,190767,489,88,1,9.18,48,0.17,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,0
OXWLXTV28C,32,50487,76851,723,19,3,9.97,36,0.18,Bachelor's,Full-time,Married,Yes,No,Education,Yes,1
HU2FWQ43Q8,49,91666,168575,660,91,4,21.19,48,0.83,PhD,Unemployed,Married,Yes,Yes,Business,Yes,0
SWZ2ST9V4I,23,134520,223131,622,10,3,9.76,60,0.16,Bachelor's,Unemployed,Single,No,No,Home,No,1
KLLG5VJU6V,57,27737,14638,511,21,1,10.95,60,0.12,High School,Unemployed,Divorced,Yes,No,Business,Yes,0
G449U19YVS,42,74256,165403,469,105,2,7.11,60,0.22,High School,Self-employed,Single,No,No,Auto,No,0
QH3TXAY339,26,125919,137168,540,116,3,24.06,60,0.34,Master's,Unemployed,Single,Yes,No,Business,No,0
VC5SWZ0B8G,45,33934,161144,698,16,4,9.44,12,0.28,Master's,Unemployed,Married,No,Yes,Home,Yes,0
GI8077FZ9M,50,76975,193786,800,0,2,21.29,60,0.86,PhD,Unemployed,Single,Yes,No,Other,Yes,0
ZO56N5945I,50,75165,132107,720,87,3,2.86,60,0.63,Master's,Unemployed,Divorced,Yes,No,Auto,Yes,0
KNJW1SG906,49,54710,100596,806,96,1,17.89,36,0.27,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,0
4423NN00R8,41,111796,176275,318,4,4,24.84,48,0.16,High School,Full-time,Married,Yes,Yes,Home,No,0
VJ7P51MA63,64,49198,169412,412,71,1,6.67,60,0.5,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,0
QD1EEPXR0P,37,121513,46457,591,0,2,6.34,24,0.6,High School,Unemployed,Single,Yes,Yes,Other,Yes,0
2VXYOAD56R,43,48279,118998,571,22,3,15.03,24,0.29,Bachelor's,Self-employed,Single,No,No,Home,No,0
Y3WHB3ZN5H,36,39895,75661,659,13,2,23.51,12,0.54,PhD,Self-employed,Married,No,No,Business,Yes,1
I9RTPLTLDP,58,93605,85031,718,80,4,7.83,48,0.33,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
JU9WLTW08I,66,97483,178673,411,113,4,11.21,48,0.79,Bachelor's,Part-time,Single,No,No,Business,Yes,0
ML7X9FD5GS,32,87041,203720,823,97,1,22.03,12,0.34,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,Yes,1
5HTDNQZRM7,45,49214,77431,690,73,3,4.72,24,0.27,High School,Unemployed,Divorced,No,No,Other,No,0
OQ4X8DHS2E,40,107886,136832,534,63,3,13.12,36,0.64,PhD,Self-employed,Single,No,No,Home,No,0
IIHJJAIK81,69,62414,232243,776,51,3,4.59,24,0.38,High School,Self-employed,Married,Yes,No,Auto,Yes,0
X6U70IJW77,46,17290,61000,806,27,2,4.78,48,0.17,High School,Unemployed,Single,Yes,No,Education,No,0
1Y9XI41YE4,32,41079,77037,694,44,2,13.2,24,0.54,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0
D630YABRP5,53,84199,165590,311,49,2,9.33,12,0.53,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
MM9BIPSXP5,56,34121,52867,619,16,2,14.88,12,0.71,Master's,Self-employed,Married,Yes,No,Education,Yes,0
3Y52GU64JE,53,180780,50680,538,80,1,18.2,12,0.17,High School,Full-time,Divorced,Yes,No,Auto,No,0
T4ZPNDIMO8,28,98868,219899,353,18,2,10.36,36,0.61,Bachelor's,Full-time,Divorced,No,No,Business,No,0
H8ZEG9Y8IU,56,84444,166565,717,92,2,2.22,36,0.78,High School,Unemployed,Married,Yes,Yes,Education,No,0
VCQVIG9Q6P,56,160176,217744,745,105,4,17.19,24,0.79,Master's,Self-employed,Single,No,Yes,Home,Yes,0
UYZSXBRICS,49,64599,210538,685,80,1,21.97,36,0.63,PhD,Part-time,Divorced,Yes,Yes,Other,Yes,0
9L3S2XRC01,24,157418,64914,604,61,2,18.51,24,0.89,PhD,Unemployed,Married,No,No,Home,Yes,0
OZU3B96XXU,69,28724,216581,594,75,2,19.31,60,0.31,Bachelor's,Unemployed,Single,Yes,No,Other,Yes,0
N8S4ICWPB3,55,97665,56753,774,119,1,10.32,12,0.52,High School,Unemployed,Divorced,No,No,Home,Yes,0
BUGT9MIA94,20,101975,148939,476,44,1,22.81,48,0.22,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,1
HLCY6RWBXZ,23,74272,83454,726,86,1,17.5,12,0.21,High School,Full-time,Married,Yes,No,Home,Yes,0
8IPW9RTC64,24,90682,18782,616,3,1,21.64,12,0.49,High School,Self-employed,Divorced,Yes,No,Business,Yes,1
EZ2MMO8LJO,27,116722,95025,390,86,1,12.09,60,0.84,Bachelor's,Full-time,Single,Yes,No,Business,No,0
I9U76NLCEJ,50,87453,241813,428,36,2,9.17,48,0.64,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
PH6WRPDGSA,69,114541,35321,567,81,3,20.99,12,0.39,Master's,Unemployed,Married,No,Yes,Auto,No,0
9OZ9276HCU,49,108070,183391,673,2,2,19.89,60,0.25,High School,Unemployed,Divorced,No,Yes,Business,Yes,1
NWEC95RO1H,46,25189,192135,623,84,3,5.46,24,0.32,Master's,Unemployed,Married,Yes,No,Business,No,0
31CJL0WKU9,41,58700,215698,503,92,2,17.97,24,0.3,PhD,Part-time,Single,No,Yes,Education,No,0
LKHTOMJFGN,66,58602,101823,300,48,1,5.88,60,0.45,Bachelor's,Full-time,Single,Yes,No,Other,No,0
03SY7R0Z1F,49,116169,212646,515,36,3,11.28,36,0.46,PhD,Unemployed,Single,No,No,Auto,Yes,0
F551LCNYYX,18,114471,159144,814,70,4,24.4,48,0.65,Master's,Unemployed,Single,Yes,Yes,Education,Yes,0
NHYN1OG6GT,52,68731,119354,784,52,4,5.79,24,0.62,PhD,Full-time,Divorced,No,No,Other,No,0
8CUWLSZ8X2,55,49861,7782,369,117,3,6.44,24,0.45,High School,Full-time,Single,No,No,Other,No,0
D66DFJWZLZ,29,47769,142372,821,114,4,17.34,12,0.14,PhD,Full-time,Married,No,No,Home,Yes,0
VGPKOCW76S,52,142376,108627,491,119,2,11.27,24,0.29,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,0
EV78QD5AQE,61,81500,136450,356,79,1,21.84,48,0.83,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,0
OA80TLAK7C,55,136908,187626,486,113,3,13.38,48,0.57,PhD,Part-time,Married,Yes,No,Education,No,0
EZRWMTZKD1,36,86070,229434,502,25,4,8.1,60,0.26,High School,Part-time,Divorced,No,No,Auto,Yes,1
Z9ZKCCMY0A,46,108618,90770,542,3,2,2.98,48,0.82,High School,Unemployed,Married,Yes,No,Education,Yes,0
EVTEAWU8BX,51,170878,170212,510,27,2,9.62,12,0.77,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
S2NJW8QCMF,53,171790,88135,378,112,2,6.21,12,0.28,PhD,Unemployed,Divorced,Yes,No,Other,No,0
M6446N1G6W,53,99924,96376,704,104,1,15.52,24,0.8,Master's,Unemployed,Divorced,No,No,Business,Yes,0
DFG8E8ZHS3,33,39440,49233,649,34,2,5.46,24,0.6,Master's,Self-employed,Single,No,No,Other,Yes,0
WE8VQD0658,41,47352,239162,840,97,3,4.23,60,0.59,Master's,Full-time,Married,Yes,Yes,Business,No,0
3PR296CPGA,46,160092,136015,702,84,3,20.65,24,0.55,Master's,Unemployed,Single,Yes,Yes,Business,No,0
BP7RBA5FSI,25,63706,20967,703,96,4,13.02,12,0.86,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
PC6S6DAGR9,40,76601,245112,684,84,3,5.9,60,0.86,Master's,Unemployed,Married,No,No,Home,Yes,0
PTVH90JZEX,27,127258,190426,419,0,1,21.43,60,0.25,PhD,Unemployed,Single,No,No,Business,Yes,1
60CMHST63K,33,151622,39225,773,3,3,9.67,12,0.28,High School,Unemployed,Married,No,Yes,Other,No,0
P0HFE7NONV,37,49947,114442,402,66,2,2.55,60,0.35,PhD,Self-employed,Divorced,Yes,No,Auto,No,0
B7K9C0VI9S,57,132028,222472,300,117,2,5.24,60,0.67,High School,Self-employed,Married,No,Yes,Home,Yes,0
SHB98GE6T3,59,67469,228620,842,96,2,17.53,24,0.71,Bachelor's,Full-time,Single,No,Yes,Other,Yes,0
RHOSHSJ4KQ,33,52675,101414,301,117,4,14.71,36,0.2,High School,Self-employed,Single,Yes,Yes,Education,Yes,0
7TFEZH9KPN,46,78300,91948,631,118,4,15.44,48,0.32,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
OVPYQ7KIWQ,34,40094,209148,638,67,1,22.13,60,0.37,High School,Unemployed,Married,Yes,Yes,Education,Yes,1
0R1FL1R61V,58,44884,82374,697,2,4,21.36,12,0.74,Master's,Unemployed,Married,Yes,No,Other,No,0
VD3C84N14I,33,141766,110366,350,46,1,24.74,60,0.61,High School,Part-time,Divorced,Yes,Yes,Education,No,0
EZJPWD6W4H,44,184574,136226,343,41,1,17.62,36,0.12,Master's,Unemployed,Married,Yes,No,Business,Yes,0
S4OSMR5JZA,44,84177,167722,840,28,2,18.22,12,0.12,Master's,Self-employed,Single,Yes,No,Home,Yes,0
P1G43CTQTU,49,138240,73463,667,16,4,17.4,12,0.65,PhD,Unemployed,Divorced,Yes,No,Other,Yes,0
OK7BCHA1OO,24,87282,143107,406,66,3,2.18,24,0.49,PhD,Part-time,Single,No,Yes,Other,No,0
UZ1Z0R72P6,52,100606,200274,650,84,1,23.26,48,0.2,High School,Unemployed,Married,No,Yes,Other,Yes,0
3LM9HFSQQH,48,37859,35483,602,75,1,6.11,36,0.4,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0
IB5XKLM1G5,56,170560,246688,694,81,1,2.76,12,0.85,Master's,Self-employed,Divorced,No,No,Home,No,0
D4ZACPVVO4,48,149180,64941,490,104,4,7.34,36,0.64,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,1
MAXJQWNKAN,67,78238,109810,566,42,1,21.4,48,0.29,Bachelor's,Unemployed,Single,No,No,Education,Yes,0
6435GZ6WI5,61,49471,201079,627,114,3,23.6,24,0.13,High School,Self-employed,Married,Yes,Yes,Home,No,0
XWOMJ4VZ77,21,174456,196194,358,87,3,10.18,24,0.46,Bachelor's,Unemployed,Divorced,No,No,Other,Yes,0
ZV9Q9ZG39Y,47,182370,246542,353,93,4,6.19,12,0.67,Master's,Self-employed,Married,No,No,Business,Yes,0
8MNZZZ505D,57,84827,248313,639,79,1,6.45,60,0.6,High School,Self-employed,Divorced,No,Yes,Auto,No,0
KYM7DL7R49,28,74387,185365,654,51,4,23.38,12,0.42,PhD,Part-time,Single,Yes,Yes,Home,No,0
00NP0AZR4N,23,100472,88341,330,84,3,23.01,12,0.2,Master's,Unemployed,Divorced,Yes,Yes,Home,No,0
QQ9C5GDRSB,68,107798,73554,303,6,1,19.04,36,0.56,Master's,Unemployed,Married,No,Yes,Other,No,0
044S2T3QEB,20,139442,27868,305,95,1,15.6,12,0.38,High School,Self-employed,Married,Yes,Yes,Education,No,0
9U7527XWXO,29,161729,56893,615,108,2,21.68,60,0.68,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
FSQEIFPEYN,43,139958,149672,822,104,3,18.37,24,0.35,Bachelor's,Part-time,Divorced,No,No,Education,Yes,0
OOA47OQBXT,59,145224,45990,502,19,3,20.2,36,0.63,High School,Full-time,Single,Yes,No,Auto,No,0
03ZT2NF2YY,55,80372,76379,350,33,2,7.86,60,0.72,High School,Unemployed,Divorced,Yes,No,Auto,Yes,0
TJ27100EQL,23,80156,86753,300,19,3,6.44,36,0.39,High School,Unemployed,Married,Yes,Yes,Other,No,0
3B0SFW8HHS,62,48191,197093,571,21,4,22.21,12,0.81,Master's,Part-time,Divorced,No,No,Other,No,1
NVV262E1JM,62,93054,130174,434,18,3,19.12,12,0.1,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,0
00VPFAYR02,25,87651,74251,405,11,1,9.15,36,0.55,PhD,Unemployed,Single,Yes,No,Auto,No,0
ZXUNIZT8C2,67,123598,205948,692,41,4,15.59,48,0.4,PhD,Unemployed,Married,Yes,No,Other,No,0
RWXLEQZSH8,44,119807,70670,834,100,4,3.5,36,0.65,High School,Part-time,Single,Yes,No,Education,No,0
00OZBAVT6A,48,81533,198621,503,114,3,23.1,36,0.67,High School,Part-time,Married,Yes,Yes,Education,No,0
Q3AP5DVU8A,48,77190,46355,531,75,2,10.5,36,0.59,Bachelor's,Unemployed,Married,No,No,Education,No,0
WPNP47BZ14,61,98595,212899,314,16,2,22.45,12,0.33,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
9S0WQZ2NQE,46,66656,170129,351,19,2,15.12,12,0.87,Master's,Part-time,Married,Yes,Yes,Business,No,0
YQ110J5C8K,23,166661,35316,528,30,4,24.34,60,0.74,High School,Part-time,Married,Yes,Yes,Business,Yes,1
HX2IQP3C12,62,34162,200269,632,83,2,15.53,60,0.74,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
Q48E50HUKP,62,144992,168436,785,96,1,6.98,24,0.37,PhD,Part-time,Divorced,Yes,No,Home,Yes,0
KONBLYFKY8,50,135499,113188,448,79,3,19.78,36,0.28,PhD,Full-time,Married,No,No,Education,Yes,0
