LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
E13EEZ2RMD,22,35318,121672,561,30,3,4.32,36,0.46,High School,Part-time,Married,Yes,Yes,Education,No,1
2K9FPXRLD0,22,89663,77040,701,95,4,13.46,36,0.47,Bachelor's,Part-time,Single,No,No,Business,Yes,0
3FNHXP797D,34,78907,68034,329,68,1,19.24,60,0.12,PhD,Unemployed,Single,No,Yes,Education,No,0
3HZT2DDZYS,59,30048,95282,337,24,1,7.62,60,0.86,PhD,Unemployed,Married,Yes,No,Other,No,0
QEGTH6BXP3,20,115287,40928,357,116,1,7.55,60,0.68,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
L8ZNQJ9KI2,54,121631,181802,404,60,4,12.17,36,0.23,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
HG85Y57FRS,30,46468,238640,349,55,1,14.35,60,0.55,Master's,Full-time,Single,Yes,Yes,Other,Yes,1
1UOF7ONVB5,20,112621,78388,501,35,3,20.6,36,0.69,Bachelor's,Part-time,Single,No,Yes,Business,Yes,1
Z07RUBOJYZ,40,145210,32695,844,17,1,3.38,48,0.4,PhD,Unemployed,Married,Yes,Yes,Auto,No,0
Z7OHDWUYLM,49,89322,194121,713,37,2,4.2,24,0.13,Master's,Part-time,Single,No,No,Other,No,0
DLY7A7CST2,40,36571,109563,430,29,2,14.92,12,0.59,Master's,Self-employed,Divorced,No,No,Education,Yes,0
AE8JYIWX7X,29,130139,182938,578,103,3,19.14,12,0.59,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1
SHL4NUX1G5,50,71360,54369,449,43,1,24.6,36,0.6,Master's,Full-time,Divorced,Yes,No,Auto,Yes,0
HCVL6KD5C1,66,103155,164810,504,118,1,17.29,48,0.51,PhD,Full-time,Married,No,No,Home,Yes,0
9VW7TI8IQR,39,86638,180529,458,37,4,5.28,36,0.5,High School,Part-time,Divorced,Yes,No,Auto,Yes,0
CANRTMZ9PK,31,70047,43168,454,106,4,11.09,24,0.39,High School,Full-time,Divorced,Yes,Yes,Other,Yes,0
O8AFLYC1D2,57,108010,170937,329,53,2,10.24,24,0.38,PhD,Part-time,Married,No,No,Auto,Yes,0
7KGRECDA88,32,113516,197204,780,7,1,3.4,48,0.71,Master's,Self-employed,Divorced,No,Yes,Home,Yes,0
V7QJ6TDVIN,38,143697,145941,713,22,1,17.73,12,0.75,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,0
DYWKQ4NOSI,45,95431,108221,529,104,3,22.07,24,0.7,High School,Unemployed,Divorced,No,Yes,Business,No,0
A5DIP0306C,48,133078,187994,718,26,3,9.03,60,0.43,High School,Full-time,Divorced,No,No,Business,No,0
YMQT4RHM7H,65,82899,176414,638,22,3,21.72,12,0.87,High School,Part-time,Single,No,No,Business,No,0
AR6XW7TJ2M,18,74116,80614,516,31,2,13.82,60,0.55,Master's,Full-time,Single,Yes,No,Other,Yes,0
OP6Z1W5W9U,32,93173,74769,308,103,1,18.22,24,0.61,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,1
ANYBT5G8WC,44,35289,81854,517,96,2,13.61,36,0.53,PhD,Part-time,Married,No,No,Other,Yes,0
V332X3A6PA,69,104607,245481,744,75,2,5.95,36,0.49,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,0
26O35WSNMD,45,53579,102651,431,23,4,9.36,12,0.45,High School,Self-employed,Single,No,No,Home,Yes,0
BI17DSZ9F2,67,40806,46451,768,118,1,3.15,36,0.11,High School,Unemployed,Married,Yes,No,Education,Yes,0
Z5DNE1J5F2,49,48773,125027,527,71,2,20.24,48,0.52,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,0
XPR1VHTLVA,60,46521,166667,562,44,1,19.09,60,0.57,High School,Part-time,Single,No,Yes,Business,No,0
1XHKKFW4SK,41,129575,62481,714,6,1,23.49,60,0.82,High School,Unemployed,Single,Yes,No,Other,Yes,0
VZ3HKLPMC8,53,30644,154821,557,78,3,17.89,60,0.15,High School,Self-employed,Single,Yes,Yes,Business,No,0
M2N57Q65UD,69,118683,226267,734,45,3,22.45,60,0.51,High School,Part-time,Married,Yes,Yes,Home,No,0
O7IW788JJF,34,111739,83113,782,4,3,18.6,36,0.32,Master's,Full-time,Single,No,Yes,Other,No,0
KN1YKE3IXD,31,37861,69272,440,88,2,17.76,12,0.25,Master's,Part-time,Married,Yes,No,Education,No,0
H1TPIKEXPE,19,99671,154687,657,107,4,16.13,60,0.85,Master's,Part-time,Single,Yes,No,Auto,No,0
DSJLB9IAJT,46,16293,152985,400,28,3,15.45,12,0.54,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,1
FQHELPI8YW,26,125722,228554,686,74,1,20.8,60,0.46,High School,Part-time,Divorced,Yes,No,Home,Yes,1
86MVUVND93,23,34997,81768,590,75,2,13.07,36,0.3,Master's,Unemployed,Divorced,No,No,Home,Yes,0
AN16NDKU5W,42,110801,60315,710,59,4,20.29,24,0.77,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
GIJCGK781X,68,108297,10584,448,101,2,21.33,12,0.71,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,0
CLIJMPR78Z,32,125295,112197,826,29,3,17.03,60,0.28,Bachelor's,Full-time,Married,No,No,Business,No,0
ZAUPJ5PV7K,31,49715,168122,383,114,2,3.76,48,0.3,Master's,Full-time,Married,No,No,Education,No,0
QTXB4U8LXO,27,52469,162319,610,104,1,4.86,24,0.48,PhD,Self-employed,Married,No,No,Auto,No,0
9I14LWKBRL,67,34860,13327,717,86,1,4.76,60,0.19,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0
I21BF1XIKG,31,94133,157889,817,119,3,21.38,48,0.7,Master's,Self-employed,Single,Yes,Yes,Other,No,0
KREVMHIY0F,58,27100,151951,677,39,2,9.35,12,0.55,Master's,Self-employed,Single,Yes,Yes,Education,No,0
Z75OZIUST2,56,49394,32767,414,92,4,19.62,12,0.51,Master's,Part-time,Married,Yes,Yes,Auto,No,0
RFBIKUAMF3,62,62853,57864,450,38,4,22.46,48,0.71,High School,Self-employed,Married,Yes,No,Business,No,0
PY5WI46E89,26,32280,7407,330,37,1,2.27,24,0.29,High School,Unemployed,Single,Yes,No,Home,Yes,0
46UTNGUHL6,60,120752,104700,487,103,4,11.66,60,0.9,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0
GLCSAMG5XY,49,29557,126735,390,32,2,22.37,12,0.39,Master's,Part-time,Single,Yes,Yes,Auto,Yes,0
DEOUSMVJ0N,57,65703,132638,826,18,2,7.69,48,0.8,Master's,Full-time,Single,Yes,Yes,Education,Yes,0
QLE0LE4HJ2,60,117191,100651,497,49,1,19.3,60,0.18,PhD,Unemployed,Married,Yes,No,Other,Yes,0
OLIZ19XAMM,43,120041,14210,603,95,4,24.18,36,0.53,Master's,Self-employed,Divorced,No,No,Education,Yes,0
H6X8ZMUYDH,61,88976,224356,747,72,1,15.41,36,0.57,Master's,Full-time,Single,No,No,Home,Yes,0
SEHNP1J158,36,61720,32093,354,105,2,24.02,48,0.85,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
WY9J9PIHO4,23,147349,245857,422,71,2,15.61,24,0.38,Bachelor's,Part-time,Single,Yes,No,Education,Yes,1
67MRHBLVYD,66,103420,75785,557,63,4,21.92,36,0.27,PhD,Full-time,Single,Yes,Yes,Other,Yes,0
I79P6UDG0I,68,64908,50051,395,77,2,22.98,36,0.75,Bachelor's,Part-time,Divorced,No,No,Auto,Yes,1
1FYNE33FFD,52,121711,223819,632,97,2,13.84,36,0.34,High School,Unemployed,Married,No,Yes,Auto,No,0
DBP7Z7O5US,56,22403,7322,519,22,1,6.71,36,0.35,High School,Full-time,Married,No,No,Auto,No,0
D4JBBTRG3M,66,89920,49985,471,44,1,23.29,24,0.37,High School,Full-time,Divorced,No,Yes,Business,Yes,0
0Z9K2KG2ZG,31,63618,180750,499,46,1,23.76,12,0.33,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
7C1FJXLUO6,53,50007,40924,504,8,3,3.09,36,0.76,Bachelor's,Self-employed,Divorced,Yes,No,Auto,Yes,0
G4MP90EQW1,29,123072,163741,370,28,4,16.62,12,0.75,Master's,Full-time,Single,No,Yes,Education,No,0
Y6OH9TOCEL,33,132396,132288,447,8,4,15.06,12,0.37,High School,Unemployed,Married,No,Yes,Business,No,1
PV14W7SSKJ,19,35284,44635,589,87,1,11.29,24,0.63,High School,Self-employed,Single,Yes,No,Education,No,0
5AFNZOQK6G,58,43934,130553,482,114,3,9.58,60,0.36,Master's,Unemployed,Single,No,Yes,Home,No,0
NODR4HS0PE,29,109222,8190,649,89,4,16.24,60,0.38,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
G0GWDLL25S,37,19910,49579,825,33,3,5.38,36,0.71,High School,Self-employed,Single,Yes,No,Other,No,1
9IH7RE20OM,68,42157,137105,705,96,4,17.27,24,0.44,PhD,Self-employed,Divorced,No,No,Other,No,0
ZJ8OMXSFON,59,107546,54192,416,117,1,24.21,12,0.5,PhD,Self-employed,Married,Yes,Yes,Other,No,0
BN3VOLKOC6,18,134505,94644,676,8,2,16.06,36,0.39,High School,Full-time,Divorced,No,No,Home,Yes,0
DCHDRSBLLB,21,65978,220864,638,48,1,16.69,48,0.9,High School,Self-employed,Divorced,No,No,Business,No,0
4Y827LYD5Y,27,55917,101714,768,73,1,3.55,24,0.1,High School,Full-time,Divorced,Yes,Yes,Education,Yes,0
P2EP7APTW6,18,21290,181018,341,37,4,16.82,12,0.13,High School,Part-time,Married,No,No,Auto,No,1
29CMGLCMZT,39,134767,38483,523,105,1,5.7,60,0.27,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
CXRF7MPACW,54,34679,249592,339,87,4,19.49,12,0.4,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,0
XC3GW0NGEK,25,32581,158840,520,29,1,9.68,48,0.55,PhD,Part-time,Divorced,No,No,Auto,Yes,0
7Z2OSIYM0Z,41,113387,85193,420,46,1,22.78,36,0.11,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,0
387ALSV5J5,25,129659,39167,478,8,1,9.62,48,0.36,High School,Part-time,Married,No,No,Other,No,0
WSX7SKKQZR,62,26203,36922,787,99,4,19.47,60,0.39,PhD,Full-time,Single,No,No,Business,No,0
LTDSOIDY68,27,65768,115602,747,78,4,14.45,60,0.8,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
RC00JZ4AVC,40,31608,36984,534,57,3,16.09,36,0.37,PhD,Part-time,Married,No,Yes,Business,Yes,0
O89PA2PVXL,69,35666,110998,457,64,4,7.99,36,0.3,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0
PGN4ESUP1V,59,44642,181306,678,53,1,7.18,12,0.61,Master's,Unemployed,Married,No,No,Business,Yes,0
SO4AXF20TE,34,119700,68274,658,73,4,19.62,24,0.26,High School,Unemployed,Single,Yes,No,Auto,No,1
CT4B0ZMZWG,57,52457,75798,835,44,2,5.04,36,0.84,Bachelor's,Part-time,Single,No,Yes,Education,Yes,0
V5HBG6YUNL,40,53985,161576,348,13,1,12.57,24,0.43,PhD,Unemployed,Married,No,No,Education,No,0
TXDEUON9NX,31,48097,86976,380,46,3,17.96,36,0.14,Master's,Unemployed,Divorced,No,Yes,Education,Yes,0
ITBLKDIEYN,33,119918,247932,353,47,1,20.86,24,0.59,High School,Unemployed,Single,Yes,No,Business,No,1
9HAZHJA2VT,58,36286,198495,803,82,2,9.02,24,0.7,Bachelor's,Self-employed,Single,No,Yes,Business,Yes,0
JRLF5IY8K1,55,36020,204753,711,31,1,17.04,24,0.63,High School,Full-time,Divorced,No,Yes,Other,No,0
HS2YM6ZSQL,43,102285,114999,387,27,4,2.84,60,0.44,High School,Unemployed,Married,No,Yes,Business,Yes,0
ZMSA51Y2A4,63,97149,199041,456,22,4,4.72,24,0.32,Master's,Part-time,Married,No,No,Other,Yes,0
GJ3QA28WJP,49,96793,81380,512,73,3,19.69,48,0.79,Bachelor's,Full-time,Divorced,No,Yes,Business,Yes,0
RK7Y8KRM0M,39,81644,205317,625,68,3,21.92,48,0.5,Master's,Unemployed,Married,No,Yes,Education,Yes,0
3IEGAUP91V,31,106276,216624,695,1,3,22.43,60,0.43,High School,Self-employed,Married,No,No,Business,No,1
H85ZXIZ5RM,21,86781,37493,848,34,4,9.78,36,0.35,Master's,Part-time,Divorced,No,No,Auto,No,0
0CYL8P0785,32,145069,147616,508,59,1,8.99,36,0.61,Master's,Self-employed,Married,Yes,No,Home,Yes,0
GDDQ57QU21,55,125494,5824,445,34,1,12.87,60,0.25,Master's,Part-time,Married,No,Yes,Education,Yes,0
BQ1U82VMHB,57,74991,85511,502,91,2,24.24,48,0.77,PhD,Full-time,Single,Yes,Yes,Business,Yes,0
L5OX8GG78B,43,70008,115954,671,104,2,20.22,12,0.55,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
NINUJVM5XN,64,116986,112413,763,46,2,2.2,48,0.68,Master's,Full-time,Divorced,No,No,Other,Yes,0
M2MQ469XCB,26,97040,120427,544,87,2,21.18,60,0.39,PhD,Self-employed,Divorced,Yes,Yes,Business,No,0
T7CB38Z7JC,64,60850,230926,349,57,3,23.13,12,0.8,High School,Part-time,Divorced,Yes,No,Business,Yes,0
4C4F5VP6TU,21,83906,8145,795,31,3,14.98,24,0.44,High School,Part-time,Single,No,Yes,Business,Yes,0
KWOP2Q15MI,28,129373,102947,360,53,2,4.25,12,0.57,PhD,Part-time,Married,No,Yes,Business,Yes,0
ZAILTSWYHK,34,46828,81188,734,109,4,11.49,60,0.57,PhD,Part-time,Married,No,Yes,Business,Yes,0
G197C8LTYT,40,64939,37821,503,68,3,22.66,24,0.16,PhD,Unemployed,Divorced,No,Yes,Home,No,0
5UNZM8HG06,18,135242,79514,394,91,4,9.08,36,0.89,High School,Part-time,Married,Yes,No,Education,No,0
SS4JJUZC47,50,112648,189377,439,104,4,24.84,36,0.15,High School,Full-time,Divorced,No,Yes,Home,Yes,0
05WCKYKZEK,64,74764,22907,579,63,2,10.69,60,0.84,High School,Self-employed,Single,Yes,No,Business,Yes,0
2T0MV9N4SQ,44,82875,46305,408,55,3,18.29,48,0.66,Master's,Part-time,Married,Yes,Yes,Business,No,0
NA0FSK6H8S,47,77465,140598,580,29,4,6.59,36,0.16,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
CKXO0ZXHDJ,56,148261,24533,400,19,4,21.73,48,0.32,High School,Part-time,Divorced,Yes,Yes,Education,Yes,0
7665OMX1GT,61,49028,50733,495,2,2,24.39,36,0.17,High School,Part-time,Single,Yes,No,Home,Yes,0
IELFDRH1YL,45,125753,27503,546,53,4,14.18,36,0.72,High School,Part-time,Married,No,Yes,Business,Yes,0
O1JNRM7NY1,56,140408,33742,396,32,1,2.22,36,0.42,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
Z8L4SSDE48,35,39058,245288,318,86,2,13.74,36,0.35,Bachelor's,Self-employed,Single,No,No,Business,No,0
PN7BGKYD6M,59,135398,84866,710,100,2,8.75,60,0.43,PhD,Self-employed,Married,Yes,Yes,Business,No,0
W0O6K4KODY,62,55649,7366,564,57,3,8.49,36,0.63,Master's,Part-time,Single,Yes,Yes,Auto,No,0
5Y15SDOXOP,44,53215,90247,712,50,4,12.89,36,0.67,PhD,Self-employed,Divorced,Yes,Yes,Business,Yes,0
E60K8U7QP7,58,64774,21239,488,108,4,9.06,48,0.57,Master's,Full-time,Single,Yes,No,Other,Yes,0
31MLLVIW3M,25,82952,120351,412,119,2,2.87,24,0.44,Master's,Part-time,Divorced,No,Yes,Education,No,0
ZHTPBCH1B0,23,15966,169423,453,30,2,4.95,36,0.21,PhD,Unemployed,Divorced,No,Yes,Business,Yes,0
IJXPIACT80,66,86697,135948,676,26,3,14.1,60,0.55,High School,Full-time,Married,No,Yes,Business,No,0
P9GY8VXS83,54,45256,123520,448,27,4,2.44,12,0.13,PhD,Unemployed,Single,No,No,Business,Yes,0
82BSAWQYI3,41,54265,216497,555,15,1,16.08,48,0.25,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
AW85QNMZW3,22,109701,145585,387,46,3,16.3,24,0.42,High School,Self-employed,Single,No,No,Education,No,0
DGVQZKR1T0,46,64386,242757,792,117,3,22.75,12,0.27,High School,Part-time,Divorced,Yes,No,Business,No,0
0T64EOCDBW,36,97622,202434,518,70,1,11.21,24,0.33,PhD,Self-employed,Single,No,No,Other,No,0
953B4XJG54,41,119647,57734,320,59,1,11.77,24,0.58,Master's,Unemployed,Single,No,No,Other,Yes,0
W2BVGCONAD,42,95783,164578,510,47,2,13.69,36,0.47,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
MRDVA79FJX,43,122946,34993,357,85,2,21.11,60,0.78,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0
Q3TLXISNV9,64,32117,173364,539,36,4,12.55,36,0.63,High School,Part-time,Married,Yes,Yes,Business,No,1
G077QV1PQJ,36,133781,146045,513,84,4,3.88,36,0.38,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0
W5BO9YRED1,66,118382,29708,363,83,3,3.29,48,0.45,Bachelor's,Unemployed,Married,Yes,Yes,Home,Yes,0
CPLZ94RW9N,26,116937,241967,576,110,4,24.87,12,0.45,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
Y5HMI0Y50I,38,32714,115603,402,59,4,3.51,24,0.43,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,1
7IK7O0JJEH,51,142895,224572,451,49,1,22.28,48,0.25,PhD,Full-time,Single,No,Yes,Home,No,0
6TBK007V6H,32,101003,24901,590,57,3,18.02,36,0.76,PhD,Part-time,Married,Yes,No,Home,Yes,0
2FFWYNJ2I9,67,146899,125946,628,68,1,23.5,36,0.43,Master's,Full-time,Married,Yes,Yes,Business,Yes,0
HVIQ184671,28,123832,175176,482,29,4,10.61,24,0.14,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,0
KWM6FZWEZV,63,52440,90662,377,37,4,11.39,60,0.43,High School,Unemployed,Married,No,No,Auto,No,0
642UM4HHRK,27,49412,203407,756,44,4,22.88,60,0.37,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
YYWKTMTK7W,37,73029,60815,514,46,3,8.41,36,0.68,High School,Part-time,Divorced,Yes,No,Auto,No,0
ZT93VQ4WOJ,21,113941,8557,736,105,2,13.01,12,0.56,Bachelor's,Unemployed,Divorced,Yes,No,Other,Yes,0
GDVTHDV91N,46,128846,47237,462,19,1,10.12,48,0.9,Bachelor's,Self-employed,Divorced,No,Yes,Home,Yes,0
1DVXZBPVMM,39,21704,28578,536,62,1,4.92,12,0.14,High School,Unemployed,Divorced,Yes,Yes,Home,No,0
UFEQYCOT5O,36,79724,44289,768,85,4,23.95,36,0.71,High School,Full-time,Married,Yes,Yes,Auto,No,1
7TH6ADJYIX,68,84121,146015,741,22,2,2.83,24,0.36,PhD,Full-time,Married,No,Yes,Auto,No,0
L2OORSTQW7,61,113840,91417,333,94,3,7.88,60,0.54,High School,Full-time,Married,No,No,Other,No,0
78OOIDOA7Z,23,99076,237980,648,51,2,13.11,36,0.57,High School,Part-time,Divorced,No,No,Auto,No,0
R8BBEVIZ4R,52,20818,129827,537,63,3,6.71,24,0.53,High School,Unemployed,Single,No,No,Education,No,0
1YLAYAVSH4,39,92840,159577,427,40,2,22.9,12,0.56,High School,Part-time,Divorced,No,Yes,Home,Yes,0
QE614GYTLA,39,134851,160283,809,87,3,20.96,60,0.67,High School,Part-time,Married,No,No,Education,Yes,0
7Y4UBXB9Y8,30,139508,214317,667,6,1,12.59,36,0.67,Bachelor's,Unemployed,Divorced,No,No,Auto,Yes,0
5XZ0CMP4VZ,63,134989,222302,615,49,1,7.48,36,0.72,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
ORWRWY0OQB,46,24063,241609,714,12,3,23.56,60,0.26,Bachelor's,Part-time,Married,No,No,Home,No,1
K4Z68Z1YM5,19,45078,208868,669,93,1,11.79,24,0.52,High School,Full-time,Married,No,Yes,Business,Yes,0
5E5ZXSZOV2,61,32082,92686,465,80,2,14.3,60,0.39,High School,Full-time,Divorced,No,Yes,Auto,No,0
W1SEJJ9X94,46,83980,186707,667,43,3,13.01,24,0.85,High School,Full-time,Single,No,Yes,Auto,No,1
FMN86L25SC,60,121042,39970,442,95,4,2.74,48,0.72,Master's,Self-employed,Married,Yes,No,Education,No,0
ALWYSZ3M51,22,58318,58747,546,13,2,9.13,48,0.31,High School,Unemployed,Single,No,Yes,Home,No,0
3NDMKKHUQS,28,36139,54362,525,63,2,12.28,12,0.5,High School,Unemployed,Single,No,Yes,Auto,Yes,0
XWTLFNU3UM,54,138376,86987,662,105,3,3.64,36,0.54,High School,Unemployed,Divorced,Yes,No,Education,Yes,0
QMMCW9REKV,36,89677,169239,656,62,3,23.3,36,0.63,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
LWM7I309JO,39,71539,12892,717,109,2,7.03,24,0.13,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
Q0YDWZXE77,50,144660,213572,397,97,4,4.36,48,0.29,PhD,Unemployed,Single,Yes,Yes,Education,Yes,0
YQ26JKFX9M,19,43422,164171,826,67,2,16.86,60,0.53,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
YO6R2S4TAA,26,49012,151483,735,8,4,7.18,60,0.12,Bachelor's,Self-employed,Single,Yes,No,Other,No,0
UXBFBVUS30,31,74458,189179,819,48,2,12.4,36,0.4,Master's,Full-time,Single,No,Yes,Auto,Yes,0
BORFSE9UU8,59,133368,235604,502,32,3,13.82,60,0.34,PhD,Self-employed,Divorced,No,Yes,Other,No,0
OR86V39URL,37,146101,232782,809,62,1,9.1,12,0.42,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,0
1ON9FY4RE9,66,104341,83261,443,11,1,12.72,36,0.57,PhD,Unemployed,Divorced,No,No,Auto,No,0
G20YQI32JP,46,116950,81316,631,32,1,24.97,24,0.67,Master's,Part-time,Single,No,No,Auto,No,0
LX75FHXTKE,28,30128,34776,759,70,1,7.05,12,0.88,High School,Full-time,Divorced,Yes,No,Business,No,0
17W5EY9DKG,47,136294,229422,827,30,4,14.56,48,0.15,Bachelor's,Part-time,Divorced,Yes,No,Home,Yes,0
AZWG6EQQGO,66,119656,155144,649,103,2,21.6,60,0.21,PhD,Unemployed,Married,No,No,Home,No,0
YYJPFM0PNP,54,137509,186118,807,62,3,18.37,48,0.76,Bachelor's,Part-time,Married,No,Yes,Home,Yes,0
72G3S525T0,66,24708,75466,748,52,1,6.01,60,0.49,PhD,Part-time,Divorced,Yes,No,Home,Yes,0
VRZZTFCL1A,58,146974,132212,509,2,3,6.2,12,0.75,PhD,Full-time,Married,No,No,Education,No,0
AV832NTXCU,56,21519,230817,701,106,4,22.53,12,0.23,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0
